,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
14576,14577,9/4/2012,3,1,9,13,0,2,1,1,0.8,0.7576,0.55,0.4478,275
14577,14578,9/4/2012,3,1,9,14,0,2,1,1,0.8,0.7576,0.55,0.4179,274
14578,14579,9/4/2012,3,1,9,15,0,2,1,1,0.8,0.7727,0.59,0.4627,292
14579,14580,9/4/2012,3,1,9,16,0,2,1,1,0.76,0.7273,0.7,0.4179,458
14580,14581,9/4/2012,3,1,9,17,0,2,1,1,0.76,0.7273,0.7,0.3582,856
14581,14582,9/4/2012,3,1,9,18,0,2,1,1,0.76,0.7424,0.75,0.2239,839
14582,14583,9/4/2012,3,1,9,19,0,2,1,1,0.76,0.7273,0.7,0.2239,552
14583,14584,9/4/2012,3,1,9,20,0,2,1,1,0.74,0.6970000000000001,0.7,0.2537,385
14584,14585,9/4/2012,3,1,9,21,0,2,1,1,0.74,0.7121,0.74,0.2537,268
14585,14586,9/4/2012,3,1,9,22,0,2,1,1,0.74,0.6970000000000001,0.7,0.2836,179
14586,14587,9/4/2012,3,1,9,23,0,2,1,1,0.72,0.6970000000000001,0.74,0.2985,95
14587,14588,9/5/2012,3,1,9,0,0,3,1,1,0.72,0.6970000000000001,0.74,0.2537,37
14588,14589,9/5/2012,3,1,9,1,0,3,1,1,0.7,0.6667,0.84,0.19399999999999998,13
14589,14590,9/5/2012,3,1,9,2,0,3,1,1,0.7,0.6667,0.84,0.19399999999999998,9
14590,14591,9/5/2012,3,1,9,3,0,3,1,1,0.7,0.6667,0.79,0.2836,4
14591,14592,9/5/2012,3,1,9,4,0,3,1,1,0.7,0.6667,0.79,0.2836,5
14592,14593,9/5/2012,3,1,9,5,0,3,1,2,0.7,0.6667,0.79,0.2985,40
14593,14594,9/5/2012,3,1,9,6,0,3,1,1,0.7,0.6667,0.79,0.2836,210
14594,14595,9/5/2012,3,1,9,7,0,3,1,2,0.7,0.6667,0.79,0.2537,500
14595,14596,9/5/2012,3,1,9,8,0,3,1,1,0.72,0.6970000000000001,0.74,0.19399999999999998,725
14596,14597,9/5/2012,3,1,9,9,0,3,1,1,0.74,0.6970000000000001,0.7,0.2537,290
14597,14598,9/5/2012,3,1,9,10,0,3,1,2,0.76,0.7273,0.7,0.1642,235
14598,14599,9/5/2012,3,1,9,11,0,3,1,2,0.78,0.7424,0.62,0.1642,217
14599,14600,9/5/2012,3,1,9,12,0,3,1,1,0.78,0.7727,0.7,0.1045,266
14600,14601,9/5/2012,3,1,9,13,0,3,1,1,0.8,0.7879,0.63,0.1642,234
14601,14602,9/5/2012,3,1,9,14,0,3,1,1,0.82,0.7879,0.56,0.1045,211
14602,14603,9/5/2012,3,1,9,15,0,3,1,1,0.78,0.7727,0.7,0.19399999999999998,245
14603,14604,9/5/2012,3,1,9,16,0,3,1,1,0.76,0.7273,0.7,0.2537,430
14604,14605,9/5/2012,3,1,9,17,0,3,1,1,0.76,0.7273,0.66,0.2537,863
14605,14606,9/5/2012,3,1,9,18,0,3,1,1,0.76,0.7424,0.75,0.19399999999999998,839
14606,14607,9/5/2012,3,1,9,19,0,3,1,1,0.74,0.6970000000000001,0.7,0.1642,662
14607,14608,9/5/2012,3,1,9,20,0,3,1,1,0.72,0.7121,0.84,0.1642,412
14608,14609,9/5/2012,3,1,9,21,0,3,1,1,0.72,0.6970000000000001,0.79,0.0,296
14609,14610,9/5/2012,3,1,9,22,0,3,1,1,0.72,0.6970000000000001,0.79,0.0,219
14610,14611,9/5/2012,3,1,9,23,0,3,1,1,0.7,0.6667,0.84,0.0896,150
14611,14612,9/6/2012,3,1,9,0,0,4,1,2,0.7,0.6667,0.84,0.0896,65
14612,14613,9/6/2012,3,1,9,1,0,4,1,2,0.7,0.6667,0.84,0.0,18
14613,14614,9/6/2012,3,1,9,2,0,4,1,1,0.72,0.6970000000000001,0.79,0.0,8
14614,14615,9/6/2012,3,1,9,3,0,4,1,1,0.7,0.6667,0.84,0.1045,9
14615,14616,9/6/2012,3,1,9,4,0,4,1,2,0.7,0.6667,0.84,0.0896,8
14616,14617,9/6/2012,3,1,9,5,0,4,1,2,0.7,0.6667,0.84,0.19399999999999998,38
14617,14618,9/6/2012,3,1,9,6,0,4,1,2,0.7,0.6667,0.84,0.0896,200
14618,14619,9/6/2012,3,1,9,7,0,4,1,2,0.7,0.6667,0.84,0.1045,482
14619,14620,9/6/2012,3,1,9,8,0,4,1,3,0.7,0.6667,0.79,0.0,646
14620,14621,9/6/2012,3,1,9,9,0,4,1,3,0.66,0.5909,0.94,0.1343,123
14621,14622,9/6/2012,3,1,9,10,0,4,1,3,0.66,0.5909,0.94,0.1343,49
14622,14623,9/6/2012,3,1,9,11,0,4,1,3,0.7,0.6667,0.84,0.1642,62
14623,14624,9/6/2012,3,1,9,12,0,4,1,2,0.72,0.6970000000000001,0.79,0.2239,137
14624,14625,9/6/2012,3,1,9,13,0,4,1,2,0.72,0.6970000000000001,0.79,0.1045,191
14625,14626,9/6/2012,3,1,9,14,0,4,1,1,0.74,0.7121,0.74,0.0896,216
14626,14627,9/6/2012,3,1,9,15,0,4,1,1,0.74,0.6970000000000001,0.66,0.19399999999999998,270
14627,14628,9/6/2012,3,1,9,16,0,4,1,1,0.74,0.6970000000000001,0.7,0.2239,416
14628,14629,9/6/2012,3,1,9,17,0,4,1,1,0.74,0.6970000000000001,0.7,0.2537,808
14629,14630,9/6/2012,3,1,9,18,0,4,1,1,0.72,0.6818,0.7,0.2537,835
14630,14631,9/6/2012,3,1,9,19,0,4,1,1,0.68,0.6364,0.74,0.2537,558
14631,14632,9/6/2012,3,1,9,20,0,4,1,1,0.66,0.6061,0.78,0.2239,406
14632,14633,9/6/2012,3,1,9,21,0,4,1,1,0.64,0.5758,0.89,0.1642,272
14633,14634,9/6/2012,3,1,9,22,0,4,1,1,0.64,0.5758,0.89,0.1642,217
14634,14635,9/6/2012,3,1,9,23,0,4,1,1,0.64,0.5758,0.89,0.1642,169
14635,14636,9/7/2012,3,1,9,0,0,5,1,1,0.64,0.5758,0.89,0.1343,96
14636,14637,9/7/2012,3,1,9,1,0,5,1,1,0.62,0.5606,0.88,0.1045,29
14637,14638,9/7/2012,3,1,9,2,0,5,1,1,0.62,0.5758,0.83,0.0896,11
14638,14639,9/7/2012,3,1,9,3,0,5,1,1,0.62,0.5758,0.83,0.0896,9
14639,14640,9/7/2012,3,1,9,4,0,5,1,1,0.62,0.5606,0.88,0.0,8
14640,14641,9/7/2012,3,1,9,5,0,5,1,1,0.62,0.5606,0.88,0.0,40
14641,14642,9/7/2012,3,1,9,6,0,5,1,1,0.62,0.5606,0.88,0.1045,140
14642,14643,9/7/2012,3,1,9,7,0,5,1,1,0.64,0.5758,0.89,0.1045,486
14643,14644,9/7/2012,3,1,9,8,0,5,1,1,0.66,0.6061,0.83,0.1045,719
14644,14645,9/7/2012,3,1,9,9,0,5,1,1,0.7,0.6667,0.79,0.1343,344
14645,14646,9/7/2012,3,1,9,10,0,5,1,1,0.72,0.6970000000000001,0.74,0.1343,224
14646,14647,9/7/2012,3,1,9,11,0,5,1,1,0.76,0.7121,0.62,0.1343,296
14647,14648,9/7/2012,3,1,9,12,0,5,1,1,0.78,0.7424,0.59,0.1642,323
14648,14649,9/7/2012,3,1,9,13,0,5,1,1,0.8,0.7727,0.59,0.2537,354
14649,14650,9/7/2012,3,1,9,14,0,5,1,1,0.8,0.7727,0.59,0.2537,253
14650,14651,9/7/2012,3,1,9,15,0,5,1,1,0.8,0.7576,0.55,0.2537,331
14651,14652,9/7/2012,3,1,9,16,0,5,1,1,0.8,0.7576,0.55,0.2836,470
14652,14653,9/7/2012,3,1,9,17,0,5,1,1,0.78,0.7424,0.59,0.3284,772
14653,14654,9/7/2012,3,1,9,18,0,5,1,1,0.76,0.7121,0.62,0.2985,792
14654,14655,9/7/2012,3,1,9,19,0,5,1,1,0.74,0.6818,0.62,0.2836,568
14655,14656,9/7/2012,3,1,9,20,0,5,1,1,0.72,0.6818,0.66,0.2239,391
14656,14657,9/7/2012,3,1,9,21,0,5,1,1,0.7,0.6667,0.74,0.1642,301
14657,14658,9/7/2012,3,1,9,22,0,5,1,1,0.7,0.6667,0.74,0.2239,299
14658,14659,9/7/2012,3,1,9,23,0,5,1,1,0.66,0.5909,0.89,0.2537,248
14659,14660,9/8/2012,3,1,9,0,0,6,0,1,0.66,0.5909,0.89,0.2537,150
14660,14661,9/8/2012,3,1,9,1,0,6,0,2,0.66,0.5909,0.89,0.2836,117
14661,14662,9/8/2012,3,1,9,2,0,6,0,1,0.66,0.5909,0.89,0.3284,77
14662,14663,9/8/2012,3,1,9,3,0,6,0,2,0.66,0.5909,0.89,0.2239,43
14663,14664,9/8/2012,3,1,9,4,0,6,0,2,0.66,0.5909,0.94,0.2239,11
14664,14665,9/8/2012,3,1,9,5,0,6,0,2,0.66,0.5909,0.94,0.2537,15
14665,14666,9/8/2012,3,1,9,6,0,6,0,2,0.66,0.5909,0.89,0.2836,34
14666,14667,9/8/2012,3,1,9,7,0,6,0,1,0.66,0.5909,0.89,0.2836,82
14667,14668,9/8/2012,3,1,9,8,0,6,0,1,0.7,0.6667,0.79,0.3284,230
14668,14669,9/8/2012,3,1,9,9,0,6,0,1,0.7,0.6667,0.74,0.3881,348
14669,14670,9/8/2012,3,1,9,10,0,6,0,1,0.74,0.6970000000000001,0.7,0.3881,422
14670,14671,9/8/2012,3,1,9,11,0,6,0,1,0.76,0.7121,0.62,0.4478,578
14671,14672,9/8/2012,3,1,9,12,0,6,0,1,0.8,0.7576,0.55,0.4925,694
14672,14673,9/8/2012,3,1,9,13,0,6,0,1,0.82,0.7727,0.52,0.5224,668
14673,14674,9/8/2012,3,1,9,14,0,6,0,1,0.82,0.7727,0.52,0.4478,626
14674,14675,9/8/2012,3,1,9,15,0,6,0,3,0.56,0.5303,0.88,0.2537,512
14675,14676,9/8/2012,3,1,9,16,0,6,0,3,0.56,0.5303,0.88,0.19399999999999998,114
14676,14677,9/8/2012,3,1,9,17,0,6,0,3,0.58,0.5455,0.83,0.19399999999999998,171
14677,14678,9/8/2012,3,1,9,18,0,6,0,3,0.58,0.5455,0.83,0.1343,167
14678,14679,9/8/2012,3,1,9,19,0,6,0,3,0.58,0.5455,0.88,0.1045,215
14679,14680,9/8/2012,3,1,9,20,0,6,0,2,0.58,0.5455,0.88,0.0896,194
14680,14681,9/8/2012,3,1,9,21,0,6,0,2,0.6,0.5606,0.83,0.1642,181
14681,14682,9/8/2012,3,1,9,22,0,6,0,2,0.58,0.5455,0.78,0.2985,194
14682,14683,9/8/2012,3,1,9,23,0,6,0,2,0.58,0.5455,0.73,0.1642,133
14683,14684,9/9/2012,3,1,9,0,0,0,0,2,0.56,0.5303,0.73,0.19399999999999998,124
14684,14685,9/9/2012,3,1,9,1,0,0,0,1,0.56,0.5303,0.73,0.2239,124
14685,14686,9/9/2012,3,1,9,2,0,0,0,1,0.54,0.5152,0.77,0.2836,96
14686,14687,9/9/2012,3,1,9,3,0,0,0,1,0.54,0.5152,0.73,0.2239,46
14687,14688,9/9/2012,3,1,9,4,0,0,0,1,0.52,0.5,0.77,0.2537,28
14688,14689,9/9/2012,3,1,9,5,0,0,0,1,0.52,0.5,0.77,0.19399999999999998,55
14689,14690,9/9/2012,3,1,9,6,0,0,0,1,0.52,0.5,0.77,0.19399999999999998,35
14690,14691,9/9/2012,3,1,9,7,0,0,0,1,0.54,0.5152,0.73,0.1642,70
14691,14692,9/9/2012,3,1,9,8,0,0,0,1,0.58,0.5455,0.68,0.2239,170
14692,14693,9/9/2012,3,1,9,9,0,0,0,1,0.62,0.6061,0.61,0.2537,299
14693,14694,9/9/2012,3,1,9,10,0,0,0,1,0.64,0.6212,0.57,0.2985,495
14694,14695,9/9/2012,3,1,9,11,0,0,0,1,0.66,0.6212,0.47,0.2537,585
14695,14696,9/9/2012,3,1,9,12,0,0,0,1,0.66,0.6212,0.47,0.0,757
14696,14697,9/9/2012,3,1,9,13,0,0,0,1,0.68,0.6364,0.39,0.0,729
14697,14698,9/9/2012,3,1,9,14,0,0,0,1,0.72,0.6515,0.3,0.2836,647
14698,14699,9/9/2012,3,1,9,15,0,0,0,1,0.72,0.6515,0.32,0.2537,696
14699,14700,9/9/2012,3,1,9,16,0,0,0,1,0.68,0.6364,0.36,0.2836,701
14700,14701,9/9/2012,3,1,9,17,0,0,0,1,0.7,0.6364,0.37,0.2537,671
14701,14702,9/9/2012,3,1,9,18,0,0,0,1,0.66,0.6212,0.36,0.2537,560
14702,14703,9/9/2012,3,1,9,19,0,0,0,1,0.66,0.6212,0.36,0.2537,496
14703,14704,9/9/2012,3,1,9,20,0,0,0,1,0.62,0.6212,0.41,0.2836,356
14704,14705,9/9/2012,3,1,9,21,0,0,0,1,0.6,0.6212,0.46,0.2239,206
14705,14706,9/9/2012,3,1,9,22,0,0,0,1,0.58,0.5455,0.49,0.2537,189
14706,14707,9/9/2012,3,1,9,23,0,0,0,1,0.56,0.5303,0.52,0.2836,92
14707,14708,9/10/2012,3,1,9,0,0,1,1,1,0.56,0.5303,0.52,0.2836,41
14708,14709,9/10/2012,3,1,9,1,0,1,1,1,0.54,0.5152,0.6,0.19399999999999998,18
14709,14710,9/10/2012,3,1,9,2,0,1,1,1,0.54,0.5152,0.6,0.3582,17
14710,14711,9/10/2012,3,1,9,3,0,1,1,1,0.52,0.5,0.68,0.2836,12
14711,14712,9/10/2012,3,1,9,4,0,1,1,1,0.52,0.5,0.68,0.2836,5
14712,14713,9/10/2012,3,1,9,5,0,1,1,1,0.5,0.4848,0.72,0.2537,40
14713,14714,9/10/2012,3,1,9,6,0,1,1,1,0.5,0.4848,0.72,0.1343,180
14714,14715,9/10/2012,3,1,9,7,0,1,1,1,0.52,0.5,0.68,0.2239,447
14715,14716,9/10/2012,3,1,9,8,0,1,1,1,0.56,0.5303,0.6,0.2836,730
14716,14717,9/10/2012,3,1,9,9,0,1,1,1,0.6,0.6212,0.53,0.2985,361
14717,14718,9/10/2012,3,1,9,10,0,1,1,1,0.62,0.6212,0.5,0.2836,210
14718,14719,9/10/2012,3,1,9,11,0,1,1,1,0.62,0.6212,0.43,0.2985,236
14719,14720,9/10/2012,3,1,9,12,0,1,1,1,0.64,0.6212,0.44,0.3881,332
14720,14721,9/10/2012,3,1,9,13,0,1,1,1,0.64,0.6212,0.38,0.2239,323
14721,14722,9/10/2012,3,1,9,14,0,1,1,1,0.66,0.6212,0.36,0.2836,340
14722,14723,9/10/2012,3,1,9,15,0,1,1,1,0.66,0.6212,0.31,0.3881,346
14723,14724,9/10/2012,3,1,9,16,0,1,1,1,0.66,0.6212,0.34,0.3284,488
14724,14725,9/10/2012,3,1,9,17,0,1,1,1,0.66,0.6212,0.34,0.3284,871
14725,14726,9/10/2012,3,1,9,18,0,1,1,1,0.62,0.6212,0.35,0.2985,968
14726,14727,9/10/2012,3,1,9,19,0,1,1,1,0.62,0.6212,0.38,0.2985,633
14727,14728,9/10/2012,3,1,9,20,0,1,1,1,0.6,0.6212,0.4,0.19399999999999998,390
14728,14729,9/10/2012,3,1,9,21,0,1,1,1,0.56,0.5303,0.49,0.1642,285
14729,14730,9/10/2012,3,1,9,22,0,1,1,1,0.54,0.5152,0.52,0.1343,159
14730,14731,9/10/2012,3,1,9,23,0,1,1,1,0.54,0.5152,0.52,0.0,93
14731,14732,9/11/2012,3,1,9,0,0,2,1,1,0.52,0.5,0.59,0.1045,32
14732,14733,9/11/2012,3,1,9,1,0,2,1,1,0.5,0.4848,0.63,0.0,10
14733,14734,9/11/2012,3,1,9,2,0,2,1,1,0.48,0.4697,0.77,0.1642,6
14734,14735,9/11/2012,3,1,9,3,0,2,1,1,0.48,0.4697,0.67,0.1343,8
14735,14736,9/11/2012,3,1,9,4,0,2,1,1,0.48,0.4697,0.72,0.1045,9
14736,14737,9/11/2012,3,1,9,5,0,2,1,1,0.46,0.4545,0.72,0.0896,44
14737,14738,9/11/2012,3,1,9,6,0,2,1,1,0.46,0.4545,0.77,0.1045,211
14738,14739,9/11/2012,3,1,9,7,0,2,1,1,0.5,0.4848,0.72,0.1045,596
14739,14740,9/11/2012,3,1,9,8,0,2,1,1,0.54,0.5152,0.68,0.0896,750
14740,14741,9/11/2012,3,1,9,9,0,2,1,1,0.6,0.6212,0.49,0.0,358
14741,14742,9/11/2012,3,1,9,10,0,2,1,1,0.62,0.6212,0.38,0.0,196
14742,14743,9/11/2012,3,1,9,11,0,2,1,1,0.64,0.6212,0.33,0.0896,247
14743,14744,9/11/2012,3,1,9,12,0,2,1,1,0.64,0.6212,0.33,0.0,316
14744,14745,9/11/2012,3,1,9,13,0,2,1,1,0.66,0.6212,0.29,0.0896,328
14745,14746,9/11/2012,3,1,9,14,0,2,1,1,0.68,0.6212,0.3,0.0896,255
14746,14747,9/11/2012,3,1,9,15,0,2,1,1,0.7,0.6364,0.28,0.1045,326
14747,14748,9/11/2012,3,1,9,16,0,2,1,1,0.7,0.6364,0.28,0.1343,536
14748,14749,9/11/2012,3,1,9,17,0,2,1,1,0.7,0.6364,0.28,0.0,970
14749,14750,9/11/2012,3,1,9,18,0,2,1,1,0.64,0.6212,0.36,0.1642,877
14750,14751,9/11/2012,3,1,9,19,0,2,1,1,0.62,0.6212,0.41,0.19399999999999998,596
14751,14752,9/11/2012,3,1,9,20,0,2,1,1,0.58,0.5455,0.56,0.1343,461
14752,14753,9/11/2012,3,1,9,21,0,2,1,1,0.56,0.5303,0.6,0.1045,310
14753,14754,9/11/2012,3,1,9,22,0,2,1,1,0.56,0.5303,0.64,0.1045,216
14754,14755,9/11/2012,3,1,9,23,0,2,1,1,0.54,0.5152,0.68,0.1045,109
14755,14756,9/12/2012,3,1,9,0,0,3,1,1,0.52,0.5,0.72,0.1045,49
14756,14757,9/12/2012,3,1,9,1,0,3,1,1,0.52,0.5,0.72,0.1045,21
14757,14758,9/12/2012,3,1,9,2,0,3,1,1,0.52,0.5,0.72,0.0896,11
14758,14759,9/12/2012,3,1,9,3,0,3,1,1,0.5,0.4848,0.77,0.0896,7
14759,14760,9/12/2012,3,1,9,4,0,3,1,1,0.5,0.4848,0.72,0.0896,5
14760,14761,9/12/2012,3,1,9,5,0,3,1,1,0.5,0.4848,0.72,0.0896,48
14761,14762,9/12/2012,3,1,9,6,0,3,1,1,0.5,0.4848,0.72,0.0896,205
14762,14763,9/12/2012,3,1,9,7,0,3,1,1,0.52,0.5,0.72,0.0,557
14763,14764,9/12/2012,3,1,9,8,0,3,1,1,0.56,0.5303,0.64,0.1045,770
14764,14765,9/12/2012,3,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.1343,328
14765,14766,9/12/2012,3,1,9,10,0,3,1,1,0.62,0.6061,0.61,0.1343,205
14766,14767,9/12/2012,3,1,9,11,0,3,1,1,0.66,0.6212,0.5,0.19399999999999998,232
14767,14768,9/12/2012,3,1,9,12,0,3,1,1,0.68,0.6364,0.36,0.1343,352
14768,14769,9/12/2012,3,1,9,13,0,3,1,1,0.7,0.6364,0.34,0.1343,323
14769,14770,9/12/2012,3,1,9,14,0,3,1,1,0.7,0.6364,0.37,0.1642,278
14770,14771,9/12/2012,3,1,9,15,0,3,1,1,0.72,0.6515,0.37,0.1343,318
14771,14772,9/12/2012,3,1,9,16,0,3,1,1,0.72,0.6515,0.37,0.1642,509
14772,14773,9/12/2012,3,1,9,17,0,3,1,1,0.7,0.6364,0.41,0.2985,925
14773,14774,9/12/2012,3,1,9,18,0,3,1,1,0.66,0.6212,0.44,0.2537,977
14774,14775,9/12/2012,3,1,9,19,0,3,1,1,0.64,0.6212,0.5,0.19399999999999998,635
14775,14776,9/12/2012,3,1,9,20,0,3,1,1,0.62,0.6212,0.57,0.1343,470
14776,14777,9/12/2012,3,1,9,21,0,3,1,1,0.6,0.6061,0.6,0.1343,306
14777,14778,9/12/2012,3,1,9,22,0,3,1,1,0.56,0.5303,0.64,0.0896,212
14778,14779,9/12/2012,3,1,9,23,0,3,1,1,0.56,0.5303,0.68,0.1045,127
14779,14780,9/13/2012,3,1,9,0,0,4,1,1,0.56,0.5303,0.73,0.0896,57
14780,14781,9/13/2012,3,1,9,1,0,4,1,1,0.54,0.5152,0.77,0.0896,28
14781,14782,9/13/2012,3,1,9,2,0,4,1,1,0.54,0.5152,0.77,0.0,9
14782,14783,9/13/2012,3,1,9,3,0,4,1,1,0.52,0.5,0.83,0.0,11
14783,14784,9/13/2012,3,1,9,4,0,4,1,1,0.52,0.5,0.83,0.0,6
14784,14785,9/13/2012,3,1,9,5,0,4,1,1,0.52,0.5,0.83,0.0,57
14785,14786,9/13/2012,3,1,9,6,0,4,1,1,0.5,0.4848,0.82,0.0,195
14786,14787,9/13/2012,3,1,9,7,0,4,1,1,0.54,0.5152,0.77,0.0,571
14787,14788,9/13/2012,3,1,9,8,0,4,1,1,0.56,0.5303,0.73,0.0,758
14788,14789,9/13/2012,3,1,9,9,0,4,1,1,0.6,0.6061,0.64,0.0896,338
14789,14790,9/13/2012,3,1,9,10,0,4,1,1,0.64,0.6212,0.61,0.0896,212
14790,14791,9/13/2012,3,1,9,11,0,4,1,1,0.66,0.6212,0.5,0.1642,254
14791,14792,9/13/2012,3,1,9,12,0,4,1,1,0.68,0.6364,0.44,0.1045,297
14792,14793,9/13/2012,3,1,9,13,0,4,1,1,0.7,0.6364,0.42,0.0,283
14793,14794,9/13/2012,3,1,9,14,0,4,1,1,0.72,0.6515,0.39,0.1343,274
14794,14795,9/13/2012,3,1,9,15,0,4,1,1,0.72,0.6515,0.42,0.1045,352
14795,14796,9/13/2012,3,1,9,16,0,4,1,1,0.72,0.6515,0.39,0.0896,491
14796,14797,9/13/2012,3,1,9,17,0,4,1,1,0.72,0.6515,0.42,0.19399999999999998,884
14797,14798,9/13/2012,3,1,9,18,0,4,1,1,0.68,0.6364,0.57,0.2537,852
14798,14799,9/13/2012,3,1,9,19,0,4,1,1,0.64,0.6061,0.65,0.1343,674
14799,14800,9/13/2012,3,1,9,20,0,4,1,1,0.62,0.6061,0.69,0.1045,463
14800,14801,9/13/2012,3,1,9,21,0,4,1,1,0.62,0.6061,0.65,0.1045,317
14801,14802,9/13/2012,3,1,9,22,0,4,1,1,0.6,0.5909,0.69,0.1343,251
14802,14803,9/13/2012,3,1,9,23,0,4,1,1,0.58,0.5455,0.73,0.1045,170
14803,14804,9/14/2012,3,1,9,0,0,5,1,1,0.56,0.5303,0.73,0.0896,87
14804,14805,9/14/2012,3,1,9,1,0,5,1,1,0.56,0.5303,0.73,0.0896,41
14805,14806,9/14/2012,3,1,9,2,0,5,1,1,0.56,0.5303,0.73,0.0,30
14806,14807,9/14/2012,3,1,9,3,0,5,1,1,0.54,0.5152,0.77,0.0,14
14807,14808,9/14/2012,3,1,9,4,0,5,1,1,0.54,0.5152,0.77,0.0,12
14808,14809,9/14/2012,3,1,9,5,0,5,1,1,0.54,0.5152,0.83,0.0,41
14809,14810,9/14/2012,3,1,9,6,0,5,1,1,0.54,0.5152,0.88,0.0,152
14810,14811,9/14/2012,3,1,9,7,0,5,1,2,0.56,0.5303,0.88,0.0,454
14811,14812,9/14/2012,3,1,9,8,0,5,1,2,0.6,0.5758,0.78,0.1642,766
14812,14813,9/14/2012,3,1,9,9,0,5,1,2,0.62,0.5909,0.78,0.1642,347
14813,14814,9/14/2012,3,1,9,10,0,5,1,2,0.68,0.6364,0.65,0.0,246
14814,14815,9/14/2012,3,1,9,11,0,5,1,2,0.68,0.6364,0.61,0.1045,280
14815,14816,9/14/2012,3,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.19399999999999998,409
14816,14817,9/14/2012,3,1,9,13,0,5,1,2,0.7,0.6515,0.54,0.19399999999999998,408
14817,14818,9/14/2012,3,1,9,14,0,5,1,2,0.72,0.6515,0.45,0.1642,371
14818,14819,9/14/2012,3,1,9,15,0,5,1,2,0.72,0.6667,0.48,0.1343,367
14819,14820,9/14/2012,3,1,9,16,0,5,1,2,0.72,0.6667,0.51,0.0,563
14820,14821,9/14/2012,3,1,9,17,0,5,1,1,0.72,0.6667,0.51,0.19399999999999998,894
14821,14822,9/14/2012,3,1,9,18,0,5,1,1,0.72,0.6515,0.45,0.2239,808
14822,14823,9/14/2012,3,1,9,19,0,5,1,1,0.68,0.6364,0.57,0.1642,579
14823,14824,9/14/2012,3,1,9,20,0,5,1,1,0.66,0.6212,0.61,0.1045,404
14824,14825,9/14/2012,3,1,9,21,0,5,1,1,0.64,0.6061,0.73,0.2239,312
14825,14826,9/14/2012,3,1,9,22,0,5,1,1,0.62,0.5758,0.83,0.19399999999999998,229
14826,14827,9/14/2012,3,1,9,23,0,5,1,1,0.62,0.5909,0.78,0.0896,195
14827,14828,9/15/2012,3,1,9,0,0,6,0,1,0.6,0.5606,0.83,0.1045,207
14828,14829,9/15/2012,3,1,9,1,0,6,0,1,0.6,0.5909,0.73,0.0,109
14829,14830,9/15/2012,3,1,9,2,0,6,0,1,0.58,0.5455,0.78,0.1045,93
14830,14831,9/15/2012,3,1,9,3,0,6,0,1,0.6,0.5909,0.73,0.2537,37
14831,14832,9/15/2012,3,1,9,4,0,6,0,2,0.6,0.5909,0.69,0.3582,6
14832,14833,9/15/2012,3,1,9,5,0,6,0,1,0.58,0.5455,0.6,0.5224,16
14833,14834,9/15/2012,3,1,9,6,0,6,0,1,0.54,0.5152,0.49,0.4179,33
14834,14835,9/15/2012,3,1,9,7,0,6,0,1,0.54,0.5152,0.52,0.2836,73
14835,14836,9/15/2012,3,1,9,8,0,6,0,1,0.56,0.5303,0.49,0.4179,212
14836,14837,9/15/2012,3,1,9,9,0,6,0,1,0.6,0.6212,0.43,0.4179,342
14837,14838,9/15/2012,3,1,9,10,0,6,0,1,0.62,0.6212,0.41,0.3881,442
14838,14839,9/15/2012,3,1,9,11,0,6,0,1,0.64,0.6212,0.38,0.3881,627
14839,14840,9/15/2012,3,1,9,12,0,6,0,1,0.66,0.6212,0.36,0.3582,706
14840,14841,9/15/2012,3,1,9,13,0,6,0,1,0.68,0.6364,0.36,0.19399999999999998,704
14841,14842,9/15/2012,3,1,9,14,0,6,0,1,0.68,0.6364,0.34,0.3284,715
14842,14843,9/15/2012,3,1,9,15,0,6,0,2,0.68,0.6364,0.34,0.2836,654
14843,14844,9/15/2012,3,1,9,16,0,6,0,2,0.66,0.6212,0.36,0.2239,783
14844,14845,9/15/2012,3,1,9,17,0,6,0,2,0.66,0.6212,0.36,0.2537,729
14845,14846,9/15/2012,3,1,9,18,0,6,0,2,0.64,0.6212,0.36,0.2836,614
14846,14847,9/15/2012,3,1,9,19,0,6,0,1,0.62,0.6212,0.41,0.1642,478
14847,14848,9/15/2012,3,1,9,20,0,6,0,1,0.6,0.6212,0.43,0.0896,330
14848,14849,9/15/2012,3,1,9,21,0,6,0,1,0.56,0.5303,0.52,0.1045,296
14849,14850,9/15/2012,3,1,9,22,0,6,0,1,0.56,0.5303,0.52,0.0,279
14850,14851,9/15/2012,3,1,9,23,0,6,0,1,0.54,0.5152,0.6,0.0,229
14851,14852,9/16/2012,3,1,9,0,0,0,0,1,0.54,0.5152,0.64,0.0,151
14852,14853,9/16/2012,3,1,9,1,0,0,0,1,0.54,0.5152,0.64,0.0,117
14853,14854,9/16/2012,3,1,9,2,0,0,0,1,0.52,0.5,0.63,0.0,89
14854,14855,9/16/2012,3,1,9,3,0,0,0,1,0.5,0.4848,0.68,0.0,48
14855,14856,9/16/2012,3,1,9,4,0,0,0,1,0.5,0.4848,0.72,0.0,8
14856,14857,9/16/2012,3,1,9,5,0,0,0,1,0.5,0.4848,0.72,0.0,13
14857,14858,9/16/2012,3,1,9,6,0,0,0,1,0.5,0.4848,0.72,0.0,35
