,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
4433,2.03,Ideal,H,VS2,EX,EX,GIA,21462
4434,1.21,Very Good,F,VS1,VG,G,GIA,10009
4435,1.07,Ideal,H,SI1,VG,EX,GIA,5220
4436,1.05,Signature-Ideal,G,VS1,ID,ID,AGSL,8310
4437,0.77,Very Good,G,VS1,VG,VG,GIA,3243
4438,1.08,Ideal,G,VS1,EX,EX,GIA,7925
4439,0.9,Very Good,D,SI1,VG,G,GIA,5123
4440,1.01,Good,E,SI1,EX,VG,GIA,4788
4441,2.01,Fair,H,VS2,EX,G,GIA,16632
4442,2.16,Very Good,G,SI1,VG,VG,GIA,19311
4443,1.51,Ideal,G,SI1,VG,EX,GIA,10971
4444,1.24,Ideal,I,SI1,EX,EX,GIA,5976
4445,1.8,Very Good,G,VS1,EX,G,GIA,19259
4446,2.05,Ideal,D,VS1,EX,EX,GIA,35346
4447,1.67,Ideal,F,VS1,EX,EX,GIA,21318
4448,1.14,Very Good,F,SI1,VG,VG,GIA,6194
4449,2.51,Very Good,H,SI1,VG,VG,GIA,24351
4450,2.23,Ideal,E,VS2,EX,EX,GIA,33836
4451,2.27,Ideal,G,VS2,EX,VG,GIA,28766
4452,1.0,Good,G,VVS2,EX,EX,GIA,7492
4453,1.3,Ideal,G,SI1,EX,EX,GIA,8416
4454,0.9,Fair,F,SI1,VG,VG,GIA,3995
4455,1.01,Ideal,G,VVS2,VG,VG,GIA,8029
4456,1.34,Ideal,G,IF,VG,VG,GIA,11104
4457,1.52,Very Good,F,VVS2,VG,EX,GIA,16786
4458,1.01,Very Good,F,SI1,G,VG,GIA,5008
4459,0.79,Very Good,H,SI1,VG,EX,GIA,2551
4460,2.01,Very Good,F,SI1,VG,VG,GIA,20004
4461,1.63,Good,F,SI1,VG,VG,GIA,10901
4462,1.29,Ideal,H,SI1,VG,VG,GIA,6760
4463,2.05,Very Good,H,SI1,VG,VG,GIA,17444
4464,0.9,Very Good,E,VS2,VG,EX,GIA,5305
4465,1.28,Very Good,I,SI1,VG,VG,AGSL,6112
4466,0.91,Very Good,G,SI1,EX,EX,GIA,4429
4467,1.27,Ideal,G,VS2,VG,VG,GIA,8915
4468,2.06,Ideal,D,IF,ID,ID,AGSL,67810
4469,2.0,Good,G,VS2,EX,G,GIA,22902
4470,1.03,Ideal,G,SI1,EX,EX,GIA,5195
4471,1.0,Good,G,VS2,EX,EX,GIA,5488
4472,0.82,Very Good,I,VVS1,VG,EX,GIA,3443
4473,0.78,Very Good,G,SI1,VG,EX,GIA,2721
4474,0.77,Fair,H,VS1,G,G,AGSL,2594
4475,0.9,Ideal,F,SI1,VG,VG,GIA,4058
4476,1.14,Ideal,G,VS1,EX,EX,GIA,8346
4477,2.45,Ideal,H,VVS2,EX,VG,GIA,28691
4478,1.2,Very Good,H,VS2,VG,VG,GIA,6537
4479,2.09,Ideal,H,VS1,EX,EX,GIA,23651
4480,0.9,Ideal,H,VS2,VG,EX,GIA,4584
4481,1.03,Ideal,D,VS1,EX,EX,GIA,8742
4482,0.9,Very Good,G,VS2,VG,G,GIA,4484
4483,1.02,Very Good,I,VS1,G,VG,GIA,4753
4484,1.53,Very Good,G,VVS2,EX,VG,GIA,14990
4485,2.07,Very Good,F,VS2,VG,G,GIA,26894
4486,1.24,Very Good,F,VVS2,VG,VG,GIA,11234
4487,0.92,Very Good,I,SI1,EX,VG,GIA,3345
4488,2.28,Ideal,F,SI1,EX,EX,GIA,24942
4489,1.21,Ideal,E,SI1,EX,EX,GIA,7466
4490,1.0,Good,E,VS2,G,VG,GIA,5991
4491,0.91,Very Good,H,VS1,VG,VG,GIA,4456
4492,1.21,Very Good,D,VS2,VG,VG,GIA,9517
4493,1.04,Ideal,G,VS2,EX,VG,GIA,6286
4494,1.12,Ideal,E,VS1,VG,VG,GIA,8454
4495,0.9,Very Good,F,SI1,VG,VG,GIA,4095
4496,1.01,Good,I,SI1,VG,VG,GIA,4078
4497,0.9,Very Good,D,SI1,VG,G,GIA,4497
4498,1.21,Very Good,G,SI1,VG,VG,GIA,6439
4499,1.5,Signature-Ideal,I,IF,ID,ID,AGSL,12725
4500,1.08,Very Good,F,VS2,G,VG,GIA,7115
4501,1.12,Very Good,E,VS1,ID,ID,AGSL,8788
4502,2.2,Very Good,G,VS2,EX,EX,GIA,24546
4503,0.9,Very Good,I,SI1,VG,VG,GIA,3638
4504,0.76,Very Good,E,VS2,EX,EX,GIA,3517
4505,2.03,Very Good,G,VS1,VG,VG,GIA,26920
4506,2.06,Ideal,F,VS1,EX,EX,GIA,33084
4507,1.16,Ideal,H,VS1,EX,EX,GIA,7175
4508,0.9,Fair,H,SI1,VG,VG,GIA,3186
4509,1.06,Ideal,I,VS2,VG,VG,GIA,4795
4510,1.0,Ideal,E,SI1,VG,EX,GIA,5458
4511,1.02,Ideal,E,VVS1,EX,VG,GIA,11028
4512,2.03,Ideal,G,SI1,EX,EX,GIA,20910
4513,1.15,Ideal,G,VVS2,EX,EX,GIA,9157
4514,1.21,Very Good,H,SI1,EX,EX,GIA,7203
4515,1.64,Ideal,I,VS2,ID,ID,AGSL,11274
4516,1.21,Ideal,I,VS2,EX,EX,GIA,5856
4517,0.9,Very Good,D,VS1,EX,VG,GIA,5969
4518,2.01,Very Good,G,VS1,VG,VG,GIA,25067
4519,2.09,Ideal,G,VVS2,EX,EX,GIA,30324
4520,1.02,Very Good,D,SI1,EX,EX,GIA,5432
4521,2.02,Very Good,E,VS2,G,G,GIA,26651
4522,2.01,Very Good,E,VVS2,VG,G,GIA,37121
4523,1.09,Very Good,G,SI1,VG,VG,GIA,5420
4524,1.09,Very Good,G,VVS2,G,G,GIA,7878
4525,0.77,Signature-Ideal,H,VS2,ID,ID,AGSL,3332
4526,2.18,Very Good,H,VVS2,EX,ID,AGSL,26001
4527,1.51,Ideal,H,VS1,ID,ID,AGSL,12071
4528,0.91,Very Good,E,SI1,EX,EX,GIA,4914
4529,2.31,Ideal,I,IF,EX,EX,GIA,24817
4530,0.9,Very Good,D,SI1,EX,VG,GIA,4447
4531,1.0,Very Good,D,SI1,VG,G,GIA,5320
4532,0.76,Ideal,E,VS2,EX,EX,GIA,4039
4533,1.01,Good,E,SI1,VG,VG,GIA,5251
4534,1.2,Good,H,SI1,VG,G,GIA,5989
4535,1.06,Ideal,G,VS2,EX,EX,GIA,6809
4536,2.07,Ideal,F,VVS2,VG,EX,GIA,36676
4537,0.9,Very Good,G,VS2,G,G,GIA,4177
4538,1.14,Good,F,SI1,VG,VG,GIA,5986
4539,2.2,Ideal,H,VS2,EX,EX,GIA,22724
4540,1.13,Ideal,I,VS1,ID,ID,AGSL,5813
4541,1.2,Good,I,SI1,VG,VG,GIA,5211
4542,1.03,Good,G,SI1,VG,VG,GIA,4976
4543,2.53,Good,E,VS2,EX,VG,GIA,37848
4544,1.07,Ideal,H,SI1,EX,VG,GIA,5065
4545,2.14,Ideal,F,VS2,EX,EX,GIA,30962
4546,1.19,Ideal,I,IF,ID,ID,AGSL,7207
4547,1.52,Very Good,H,VS1,VG,VG,GIA,11162
4548,1.65,Very Good,H,VS1,VG,VG,GIA,12686
4549,2.51,Very Good,I,VS1,EX,VG,GIA,22225
4550,1.03,Very Good,H,SI1,G,VG,GIA,4516
4551,1.12,Very Good,D,IF,EX,VG,GIA,17285
4552,2.0,Very Good,H,VS2,EX,VG,GIA,19995
4553,1.03,Good,I,VS2,VG,VG,GIA,4819
4554,1.01,Ideal,G,VS2,EX,EX,GIA,6734
4555,1.13,Signature-Ideal,E,SI1,EX,EX,GIA,7877
4556,0.93,Good,I,VS2,G,G,GIA,3946
4557,1.11,Ideal,G,VVS2,EX,EX,GIA,8970
4558,0.9,Very Good,F,VS2,VG,EX,GIA,4617
4559,1.17,Very Good,F,VS2,VG,VG,GIA,8144
4560,1.03,Signature-Ideal,G,VS1,ID,ID,AGSL,7880
4561,1.08,Ideal,H,SI1,VG,VG,GIA,4922
4562,0.84,Ideal,D,VVS1,EX,EX,GIA,6847
4563,2.0,Very Good,I,SI1,EX,EX,GIA,15053
4564,1.55,Very Good,G,VVS2,EX,EX,GIA,15930
4565,1.51,Very Good,E,VS2,EX,EX,GIA,13830
4566,1.45,Ideal,I,VS1,EX,EX,GIA,8718
4567,1.42,Signature-Ideal,D,VS1,ID,ID,AGSL,16618
4568,0.91,Very Good,G,VS1,VG,G,GIA,4381
4569,2.12,Ideal,G,VVS2,VG,EX,GIA,29314
4570,1.21,Ideal,G,VS1,VG,VG,GIA,9075
4571,1.02,Fair,F,SI1,VG,VG,GIA,4782
4572,2.0,Ideal,D,VVS1,EX,EX,GIA,47879
4573,1.2,Very Good,H,VS1,VG,EX,GIA,7239
4574,2.19,Very Good,G,VS1,VG,VG,GIA,30869
4575,1.19,Ideal,G,VVS2,ID,ID,AGSL,9403
4576,1.21,Ideal,E,SI1,VG,EX,GIA,7088
4577,1.07,Ideal,G,VVS2,EX,EX,GIA,8491
4578,1.06,Very Good,F,SI1,G,VG,GIA,4721
4579,0.86,Ideal,E,SI1,EX,EX,GIA,3997
4580,1.51,Good,E,SI1,EX,G,GIA,11487
4581,1.52,Very Good,F,SI1,G,VG,GIA,11794
4582,1.13,Ideal,E,VS2,EX,EX,GIA,8430
4583,2.0,Very Good,E,VS2,EX,VG,GIA,26058
4584,1.26,Signature-Ideal,H,SI1,ID,ID,AGSL,8110
4585,0.83,Ideal,F,VS2,VG,VG,GIA,3625
4586,1.0,Ideal,D,SI1,EX,EX,GIA,5804
4587,0.96,Ideal,D,VS1,VG,EX,GIA,6948
4588,2.0,Very Good,G,VS2,VG,G,GIA,25532
4589,1.01,Very Good,G,VVS2,VG,VG,GIA,6975
4590,1.21,Very Good,I,SI1,G,G,GIA,5346
4591,1.72,Ideal,H,SI1,EX,EX,GIA,12865
4592,1.17,Ideal,G,VVS1,ID,ID,AGSL,9799
4593,2.28,Ideal,G,VS2,EX,EX,GIA,33041
4594,2.02,Ideal,F,SI1,EX,EX,GIA,21602
4595,1.51,Very Good,F,SI1,VG,G,GIA,9150
4596,1.02,Fair,E,SI1,EX,EX,AGSL,5209
4597,1.03,Ideal,E,VVS2,VG,VG,GIA,9854
4598,1.51,Very Good,F,VS1,VG,VG,GIA,15353
4599,1.7,Good,I,SI1,G,VG,GIA,9523
4600,1.71,Ideal,H,VVS1,EX,EX,GIA,16548
4601,0.9,Good,E,SI1,VG,VG,GIA,3945
4602,1.0,Very Good,F,SI1,EX,EX,GIA,5521
4603,1.38,Ideal,I,VS1,EX,EX,GIA,7721
4604,0.82,Ideal,F,SI1,EX,VG,GIA,3439
4605,2.41,Ideal,I,VS2,VG,VG,GIA,19971
4606,0.77,Good,I,SI1,EX,VG,GIA,2241
4607,0.93,Ideal,E,SI1,VG,VG,GIA,4583
4608,0.8,Ideal,F,VS1,EX,EX,GIA,4362
4609,1.0,Good,H,VS1,VG,VG,GIA,5110
4610,1.56,Ideal,G,VS1,ID,ID,AGSL,14502
4611,1.02,Ideal,D,SI1,EX,EX,GIA,6040
4612,2.01,Very Good,F,SI1,VG,G,GIA,19570
4613,1.74,Ideal,D,VS2,EX,EX,GIA,20892
4614,1.01,Fair,G,SI1,VG,G,GIA,4905
4615,1.03,Ideal,I,VS2,EX,EX,GIA,5378
4616,0.82,Good,F,VS2,EX,VG,AGSL,3363
4617,0.93,Ideal,E,VS2,EX,VG,GIA,5411
4618,1.16,Ideal,H,VS2,EX,EX,GIA,6673
4619,1.01,Fair,G,SI1,VG,VG,GIA,4417
4620,1.0,Very Good,F,IF,VG,EX,GIA,9248
4621,0.91,Very Good,H,VS1,VG,VG,GIA,4370
4622,1.6,Ideal,H,IF,ID,ID,AGSL,15134
4623,1.01,Good,F,VS2,VG,VG,GIA,6346
4624,1.04,Ideal,D,VS2,VG,VG,GIA,7632
4625,0.77,Ideal,I,VVS2,EX,EX,GIA,2824
4626,1.04,Signature-Ideal,D,VS1,EX,EX,GIA,10709
4627,2.02,Very Good,F,VS2,EX,EX,GIA,27542
4628,2.01,Ideal,H,VS1,EX,EX,GIA,23897
4629,1.11,Ideal,I,SI1,EX,EX,GIA,5329
4630,1.52,Ideal,H,VS2,ID,ID,AGSL,11313
4631,1.12,Ideal,H,SI1,VG,EX,GIA,5624
4632,1.5,Very Good,D,SI1,VG,VG,GIA,11352
4633,1.5,Very Good,I,VS2,VG,VG,GIA,9236
4634,1.01,Good,E,SI1,G,G,GIA,5020
4635,1.02,Good,I,SI1,G,VG,GIA,4105
4636,1.01,Very Good,I,SI1,EX,EX,GIA,4681
4637,2.01,Very Good,I,SI1,EX,EX,GIA,15745
4638,2.02,Ideal,E,VS1,VG,VG,GIA,36081
4639,1.08,Very Good,G,VS1,VG,VG,GIA,6892
4640,0.9,Very Good,H,VS2,VG,VG,GIA,4149
4641,1.51,Very Good,G,VS2,EX,VG,GIA,11041
4642,0.91,Very Good,I,VS2,G,G,GIA,3645
4643,2.07,Ideal,F,SI1,EX,EX,GIA,20594
4644,2.41,Very Good,F,IF,EX,EX,GIA,54256
4645,0.99,Very Good,G,SI1,VG,G,GIA,4495
4646,1.11,Ideal,G,SI1,VG,EX,GIA,5591
4647,2.01,Very Good,F,IF,EX,EX,GIA,45456
4648,2.01,Very Good,D,VS2,EX,EX,GIA,29860
4649,1.7,Very Good,G,VS1,VG,G,GIA,16076
4650,1.09,Ideal,F,VVS2,EX,EX,GIA,10246
4651,2.29,Ideal,G,VVS2,VG,EX,GIA,31230
4652,0.86,Fair,G,VS1,VG,VG,AGSL,3756
4653,2.35,Signature-Ideal,H,SI1,ID,ID,AGSL,24988
4654,1.32,Ideal,G,VS1,ID,ID,AGSL,10298
4655,0.9,Fair,D,SI1,VG,G,GIA,4252
4656,1.57,Very Good,H,SI1,EX,VG,GIA,12392
4657,1.54,Very Good,E,VS2,VG,G,GIA,13893
4658,1.5,Very Good,D,IF,VG,G,GIA,28381
4659,1.06,Ideal,G,VS2,EX,EX,GIA,6660
4660,1.54,Ideal,F,VS2,EX,EX,GIA,17029
4661,2.02,Ideal,I,SI1,ID,ID,AGSL,15974
4662,2.29,Ideal,D,VS1,VG,VG,GIA,40644
4663,2.0,Very Good,H,VS1,EX,EX,GIA,21829
4664,1.51,Very Good,H,VS2,EX,VG,GIA,10950
4665,2.02,Ideal,F,VS1,VG,VG,GIA,32232
4666,1.55,Ideal,F,VVS2,EX,EX,GIA,16088
4667,1.53,Very Good,G,VVS2,EX,EX,GIA,15466
4668,0.9,Ideal,H,VS2,VG,VG,GIA,4178
4669,1.59,Ideal,H,VVS2,ID,ID,AGSL,12971
4670,2.79,Ideal,D,VVS2,EX,EX,GIA,77033
4671,1.3,Ideal,G,VVS2,VG,VG,GIA,11853
4672,1.01,Good,I,SI1,VG,G,GIA,4069
4673,1.07,Ideal,D,VS2,EX,EX,GIA,8202
4674,1.61,Signature-Ideal,H,VS2,ID,ID,AGSL,13873
4675,1.76,Ideal,G,SI1,EX,EX,GIA,10896
4676,2.05,Ideal,H,VS1,VG,VG,GIA,21630
4677,1.13,Signature-Ideal,G,VS2,EX,EX,GIA,8257
4678,2.11,Ideal,H,VS2,VG,VG,GIA,20911
4679,1.02,Ideal,H,SI1,VG,VG,GIA,4746
4680,2.23,Very Good,D,VVS2,VG,VG,GIA,51127
4681,1.01,Very Good,I,SI1,VG,VG,GIA,4207
4682,0.91,Very Good,I,VS2,G,VG,GIA,4008
4683,1.01,Good,I,SI1,EX,EX,AGSL,4331
4684,1.01,Fair,H,VS2,VG,VG,GIA,4030
4685,1.01,Very Good,H,SI1,EX,EX,GIA,5433
4686,0.92,Ideal,G,VS2,VG,VG,GIA,5070
4687,0.79,Ideal,G,VS1,ID,ID,AGSL,3561
4688,1.09,Very Good,F,SI1,VG,G,GIA,5570
4689,1.26,Very Good,F,VS1,VG,G,GIA,10284
4690,2.54,Ideal,H,VS1,EX,EX,GIA,31706
4691,1.05,Ideal,H,VS2,VG,VG,GIA,6224
4692,1.01,Very Good,I,SI1,G,G,GIA,4065
4693,1.15,Ideal,G,VVS1,EX,EX,GIA,10265
4694,1.58,Ideal,I,VVS1,ID,ID,AGSL,11526
4695,1.63,Ideal,D,SI1,EX,EX,GIA,13625
4696,1.04,Signature-Ideal,F,VVS2,EX,EX,GIA,10804
4697,1.24,Good,H,VS2,G,G,GIA,7210
4698,1.12,Signature-Ideal,E,VVS1,ID,ID,AGSL,14696
4699,0.91,Very Good,F,VS2,G,G,GIA,4849
4700,2.02,Ideal,G,VS2,EX,EX,GIA,27068
4701,0.91,Fair,E,SI1,G,VG,GIA,4132
4702,2.45,Very Good,F,VS1,VG,G,GIA,40939
4703,1.63,Ideal,I,VS2,EX,EX,GIA,10401
4704,1.12,Ideal,F,VS2,VG,VG,GIA,7715
4705,1.2,Ideal,H,VS2,VG,VG,GIA,7229
4706,1.16,Ideal,G,SI1,EX,VG,GIA,6408
4707,0.79,Very Good,G,SI1,EX,VG,GIA,2793
4708,1.0,Good,I,VS1,VG,VG,GIA,4624
4709,1.34,Very Good,I,VS2,EX,EX,AGSL,6884
4710,2.27,Very Good,G,VS1,VG,EX,GIA,29883
4711,0.81,Ideal,G,VS2,VG,VG,GIA,3650
4712,1.57,Very Good,I,VS2,VG,EX,GIA,9688
4713,1.32,Ideal,I,VS2,EX,VG,GIA,7059
4714,2.02,Ideal,G,VS1,VG,EX,GIA,26970
4715,2.06,Ideal,I,VS1,EX,EX,GIA,19530
4716,1.14,Signature-Ideal,H,SI1,ID,ID,AGSL,7079
4717,1.05,Ideal,E,VVS2,EX,EX,GIA,10162
4718,1.25,Very Good,F,VS2,VG,VG,GIA,9377
4719,1.05,Very Good,I,VS2,EX,EX,GIA,4895
4720,1.54,Very Good,G,IF,VG,VG,GIA,15444
4721,1.0,Good,E,VS1,EX,EX,GIA,7556
4722,1.19,Signature-Ideal,I,VVS2,ID,ID,AGSL,7678
4723,2.03,Ideal,G,SI1,VG,EX,GIA,20192
4724,1.57,Very Good,F,SI1,VG,EX,GIA,11998
4725,2.57,Ideal,G,VVS2,EX,EX,GIA,43103
4726,1.21,Very Good,H,SI1,EX,EX,GIA,6892
4727,2.18,Very Good,G,SI1,G,VG,GIA,19659
4728,2.61,Very Good,F,VS2,VG,VG,GIA,39909
4729,1.01,Very Good,D,VS2,EX,VG,GIA,7422
4730,2.06,Signature-Ideal,I,IF,ID,ID,AGSL,25354
4731,1.11,Very Good,F,VS1,EX,EX,GIA,8528
4732,1.05,Ideal,G,VS1,EX,EX,GIA,7572
4733,1.06,Ideal,G,VS2,VG,VG,GIA,6597
4734,1.0,Good,F,SI1,EX,EX,GIA,4759
4735,0.9,Good,E,SI1,VG,G,GIA,3575
4736,0.82,Ideal,F,SI1,EX,EX,GIA,3518
4737,1.27,Very Good,I,SI1,VG,G,GIA,6559
4738,1.37,Signature-Ideal,D,VS1,ID,ID,AGSL,15821
4739,2.01,Good,G,SI1,EX,EX,GIA,21398
4740,1.01,Very Good,D,SI1,EX,EX,GIA,5621
4741,2.01,Very Good,G,VS1,EX,EX,GIA,23156
4742,1.0,Very Good,I,VS1,EX,EX,GIA,5557
4743,1.62,Signature-Ideal,D,FL,EX,EX,GIA,43344
4744,2.01,Very Good,G,IF,VG,VG,GIA,33173
4745,1.2,Ideal,G,VS1,VG,VG,GIA,8391
4746,1.5,Ideal,F,VS2,VG,G,GIA,14426
4747,1.28,Very Good,H,VS1,EX,VG,GIA,8645
4748,1.0,Good,I,SI1,VG,G,GIA,4149
4749,1.04,Ideal,H,SI1,VG,VG,GIA,5759
4750,1.01,Good,D,VS2,EX,EX,GIA,6998
4751,0.79,Signature-Ideal,H,SI1,ID,ID,AGSL,3167
4752,0.95,Ideal,H,SI1,EX,EX,GIA,4508
4753,0.91,Very Good,E,VS1,EX,EX,GIA,5530
4754,0.91,Very Good,D,SI1,EX,VG,GIA,4561
4755,1.19,Ideal,G,IF,EX,EX,GIA,10733
4756,1.51,Very Good,I,VS2,VG,VG,GIA,9178
4757,1.05,Very Good,G,SI1,ID,ID,AGSL,5480
4758,1.08,Ideal,G,VS2,EX,EX,GIA,7187
4759,1.65,Very Good,F,SI1,VG,VG,GIA,11117
4760,1.27,Ideal,G,VVS2,EX,EX,GIA,10558
4761,1.31,Ideal,F,VS2,EX,EX,GIA,10960
4762,2.45,Very Good,H,VS2,G,VG,GIA,27810
4763,2.31,Very Good,H,SI1,VG,VG,GIA,19512
4764,0.95,Ideal,F,VS2,EX,EX,GIA,7191
4765,1.09,Signature-Ideal,E,VS1,ID,ID,AGSL,10369
4766,0.9,Very Good,G,SI1,VG,VG,GIA,3649
4767,0.9,Good,F,SI1,VG,G,GIA,3896
4768,1.0,Very Good,F,VVS2,EX,G,GIA,8055
4769,1.1,Ideal,F,VS1,EX,VG,GIA,7056
4770,1.11,Very Good,F,VVS1,VG,G,GIA,10069
4771,1.1,Signature-Ideal,D,VS2,EX,EX,GIA,10350
4772,2.26,Very Good,G,SI1,G,VG,GIA,19691
4773,1.21,Ideal,F,VVS2,VG,EX,GIA,11307
4774,0.76,Ideal,E,VS2,VG,VG,GIA,3497
4775,2.01,Ideal,G,VS2,EX,EX,GIA,26991
4776,1.04,Good,G,VS2,G,VG,GIA,5706
4777,2.0,Very Good,H,VS1,VG,EX,GIA,24584
4778,1.07,Very Good,G,SI1,VG,VG,GIA,5322
4779,2.4,Ideal,E,VS2,EX,EX,GIA,37354
4780,1.0,Very Good,G,VVS1,EX,EX,GIA,8115
4781,2.0,Very Good,F,VS1,VG,VG,GIA,27887
4782,2.51,Very Good,E,VVS2,VG,EX,GIA,52786
4783,2.16,Ideal,F,VS2,EX,EX,GIA,30601
4784,1.03,Good,H,SI1,VG,VG,GIA,4705
4785,1.02,Ideal,G,VS2,EX,EX,GIA,6591
4786,1.05,Good,D,VS2,VG,G,GIA,7289
4787,1.01,Very Good,G,VS2,EX,VG,GIA,6167
4788,1.32,Signature-Ideal,G,VVS2,ID,ID,AGSL,13261
4789,0.9,Good,I,VVS1,VG,VG,GIA,3741
4790,1.0,Very Good,E,SI1,EX,G,GIA,5113
4791,0.81,Good,H,SI1,G,VG,GIA,2599
4792,2.49,Very Good,F,VS1,EX,VG,GIA,43319
4793,2.01,Ideal,E,VS2,VG,VG,GIA,27377
4794,0.75,Ideal,E,VS2,VG,VG,GIA,3263
4795,1.08,Signature-Ideal,G,VS1,ID,ID,AGSL,8529
4796,0.9,Very Good,D,SI1,VG,VG,GIA,4466
4797,1.01,Ideal,G,VVS2,EX,EX,GIA,8662
4798,1.5,Very Good,G,VS1,VG,VG,GIA,13379
4799,1.22,Very Good,G,VS1,EX,VG,GIA,8633
4800,1.22,Very Good,E,VS2,EX,EX,GIA,9475
4801,0.9,Very Good,E,SI1,VG,VG,GIA,4054
4802,0.9,Fair,D,VS2,VG,VG,GIA,4277
4803,1.09,Good,D,IF,VG,G,GIA,15795
4804,2.02,Good,F,VS2,EX,VG,GIA,27643
4805,1.01,Very Good,E,VS2,VG,VG,GIA,6265
4806,1.07,Ideal,F,SI1,EX,EX,GIA,5909
4807,2.2,Ideal,I,VVS2,ID,ID,AGSL,21918
4808,1.01,Ideal,F,VS1,ID,ID,AGSL,7539
4809,1.62,Ideal,G,SI1,VG,EX,GIA,12295
4810,2.01,Very Good,H,VS2,VG,VG,GIA,19591
4811,2.06,Very Good,E,VS2,EX,EX,GIA,29297
4812,1.59,Very Good,I,VS2,VG,EX,AGSL,10309
4813,0.9,Good,G,VS1,EX,VG,GIA,4108
4814,2.01,Very Good,D,VVS2,VG,VG,GIA,45492
4815,2.16,Very Good,G,SI1,EX,EX,AGSL,21186
4816,2.16,Ideal,G,VS2,EX,EX,GIA,28969
4817,1.2,Very Good,D,SI1,EX,VG,GIA,7191
4818,2.03,Very Good,F,SI1,EX,EX,GIA,22592
4819,2.01,Good,G,SI1,EX,VG,GIA,18625
4820,1.02,Very Good,F,SI1,EX,EX,GIA,5701
4821,1.04,Signature-Ideal,F,VS2,EX,EX,GIA,8415
4822,1.28,Ideal,G,IF,ID,ID,AGSL,11784
4823,1.05,Very Good,F,VVS2,VG,VG,GIA,9472
4824,2.46,Very Good,I,SI1,VG,VG,GIA,19425
4825,1.19,Very Good,F,VVS2,VG,EX,GIA,10895
4826,1.01,Good,D,VS1,VG,G,GIA,7303
4827,1.21,Very Good,H,VS2,VG,EX,GIA,7113
4828,1.04,Ideal,D,VS2,VG,G,GIA,7074
4829,1.01,Good,D,SI1,VG,VG,GIA,5380
4830,2.02,Very Good,F,IF,VG,G,GIA,43002
4831,1.04,Ideal,F,VS2,VG,VG,GIA,7035
4832,1.04,Very Good,D,SI1,EX,VG,GIA,5557
4833,2.44,Ideal,I,VS2,EX,EX,GIA,23455
4834,1.02,Fair,D,SI1,VG,EX,AGSL,5662
4835,0.78,Ideal,H,VS1,EX,VG,GIA,3052
4836,0.81,Ideal,H,SI1,EX,EX,GIA,2951
4837,1.62,Ideal,E,VVS2,EX,EX,GIA,18328
4838,1.06,Very Good,H,VS2,VG,VG,GIA,5415
4839,1.24,Ideal,G,VS2,VG,EX,GIA,9188
4840,0.9,Very Good,I,SI1,G,G,GIA,3271
4841,1.21,Very Good,H,VS2,VG,VG,GIA,6745
4842,0.91,Very Good,G,VS1,VG,VG,GIA,4623
4843,1.03,Ideal,I,SI1,EX,EX,GIA,4434
4844,1.0,Very Good,H,SI1,VG,VG,GIA,4830
4845,1.29,Ideal,D,VS2,VG,VG,GIA,11059
4846,1.26,Very Good,I,SI1,G,G,GIA,6318
4847,1.01,Very Good,F,IF,VG,VG,GIA,9287
4848,0.9,Very Good,F,SI1,VG,VG,GIA,4004
4849,0.79,Good,F,SI1,VG,VG,GIA,2756
4850,1.07,Ideal,H,VS2,VG,EX,GIA,5889
4851,1.0,Ideal,G,VVS1,EX,EX,GIA,8747
4852,1.0,Good,G,SI1,G,G,GIA,4139
4853,2.4,Very Good,G,VS1,EX,EX,GIA,34982
4854,1.01,Very Good,D,VS2,EX,VG,GIA,6794
4855,1.12,Signature-Ideal,H,SI1,ID,ID,AGSL,6962
4856,1.21,Very Good,H,SI1,G,VG,GIA,6075
4857,2.06,Ideal,F,VS2,VG,VG,GIA,25825
4858,1.5,Good,I,VS2,EX,VG,GIA,8780
4859,1.11,Ideal,G,VS1,ID,ID,AGSL,7905
4860,2.49,Very Good,E,VS2,G,EX,GIA,32239
4861,0.91,Very Good,D,VS2,VG,EX,GIA,4850
4862,0.78,Very Good,F,VS1,EX,ID,AGSL,3744
4863,1.41,Very Good,H,SI1,EX,VG,GIA,8463
4864,1.2,Very Good,I,SI1,G,VG,GIA,5476
4865,2.29,Ideal,F,SI1,VG,EX,GIA,25107
4866,2.01,Ideal,H,VS1,EX,EX,GIA,21966
4867,0.99,Good,D,VS2,G,VG,GIA,5799
4868,1.22,Ideal,G,VS2,EX,EX,GIA,7783
4869,0.91,Good,F,SI1,VG,VG,GIA,4067
4870,0.9,Fair,I,VS1,VG,G,GIA,3340
4871,1.56,Signature-Ideal,F,VS1,EX,EX,GIA,18490
4872,1.52,Very Good,G,VS1,VG,G,GIA,12665
4873,0.9,Very Good,F,SI1,VG,VG,GIA,3950
4874,1.0,Good,D,VS2,VG,G,GIA,7204
4875,2.01,Very Good,D,VS2,VG,VG,GIA,28425
4876,0.9,Very Good,G,SI1,VG,VG,GIA,3919
4877,0.86,Ideal,G,VS1,EX,VG,GIA,5161
4878,1.51,Very Good,I,SI1,VG,G,GIA,8856
4879,0.81,Signature-Ideal,I,VS2,EX,EX,GIA,3355
4880,2.01,Very Good,F,SI1,VG,VG,GIA,21635
4881,1.58,Ideal,I,VVS1,ID,ID,AGSL,11435
4882,1.01,Very Good,G,VS2,EX,VG,GIA,6105
